序号,门次,门名,卷次,位次,轮相,首字,首字表义,次字,次字表义,判定,去处,去处门次,升降,贈掷,白话说明,说明来源,承注层级,谱曰原文（本位按语）,引文,引文出处,引文所出之位
3430,第12门,別教位次門,卷6,八童真住,謨謨,謨,爱烦恼,謨,爱烦恼,不行·安住本位,,,安住,,「謨謨」二字俱表爱烦恼。此位离诸过失，故不行。,手工逐组（门1–14 手写）,推演,,"菩薩於多劫中。修行信心。已得成就。能斷分別我見。及從分別所起惡煩惱業。創見真空寂滅之理。
良由菩薩化物心重。自行則輕。不務斷結。從十信心。即便出假。既出假後遇大違緣。則分別心生。退菩提願。如舍利弗。往昔已曾得六住心。由婆羅門乞眼因緣。捨其大願。還趨小果。","《選佛譜》卷第六・初發心住・L57
《選佛譜》卷第六・初發心住・L57",初發心住
3431,第12门,別教位次門,卷6,八童真住,謨阿,謨,爱烦恼,阿,施善,不行·安住本位,,,安住,,「謨」表爱烦恼、「阿」表施善。此位不以邪倒破菩提心，烦恼不复现起，故不行。,手工逐组（门1–14 手写）,通則,,其餘位中。以阿彌陀善。與那謨惡相為對治。二俱無力。所以並不行也。,《選佛譜》卷第一・見取・L57,見取
3432,第12门,別教位次門,卷6,八童真住,謨彌,謨,爱烦恼,彌,戒善,不行·安住本位,,,安住,,「謨」表爱烦恼、「彌」表戒善。此位不以邪倒破菩提心，烦恼不复现起，故不行。,手工逐组（门1–14 手写）,通則,,其餘位中。以阿彌陀善。與那謨惡相為對治。二俱無力。所以並不行也。,《選佛譜》卷第一・見取・L57,見取
3433,第12门,別教位次門,卷6,八童真住,謨陀,謨,爱烦恼,陀,定善,不行·安住本位,,,安住,,「謨」表爱烦恼、「陀」表定善。此位不以邪倒破菩提心，烦恼不复现起，故不行。,手工逐组（门1–14 手写）,通則,,其餘位中。以阿彌陀善。與那謨惡相為對治。二俱無力。所以並不行也。,《選佛譜》卷第一・見取・L57,見取
3434,第12门,別教位次門,卷6,八童真住,謨佛,謨,爱烦恼,佛,无漏善慧,行,三無瞋恨行,第12门,升,,「謨」表爱烦恼、「佛」表无漏善慧。准位应同辟支佛地，能侵习，入三无瞋恨行。,手工逐组（门1–14 手写）,承注,,阿阿等八。按位漸進。如常可知。,《選佛譜》卷第六・初發心住・L57,初發心住
3435,第12门,別教位次門,卷6,八童真住,阿阿,阿,施善,阿,施善,行,九法王子住,第12门,升,,「阿阿」二字俱表施善。离诸过失，按位渐进，故入九法王子住。,手工逐组（门1–14 手写）,承注,,阿阿等八。按位漸進。如常可知。,《選佛譜》卷第六・初發心住・L57,初發心住
3436,第12门,別教位次門,卷6,八童真住,阿彌,阿,施善,彌,戒善,行,十灌頂住,第12门,升,,「阿」表施善、「彌」表戒善。离诸过失，按位渐进，故入十灌顶住。,手工逐组（门1–14 手写）,承注,,阿阿等八。按位漸進。如常可知。,《選佛譜》卷第六・初發心住・L57,初發心住
3437,第12门,別教位次門,卷6,八童真住,阿陀,阿,施善,陀,定善,行,初歡喜行,第12门,升,,「阿」表施善、「陀」表定善。离诸过失，按位渐进，故入初欢喜行。,手工逐组（门1–14 手写）,承注,,阿阿等八。按位漸進。如常可知。,《選佛譜》卷第六・初發心住・L57,初發心住
3438,第12门,別教位次門,卷6,八童真住,阿佛,阿,施善,佛,无漏善慧,行,八尊重行,第12门,升,,「阿」表施善、「佛」表无漏善慧。亦得渐超，故阶八尊重行。,手工逐组（门1–14 手写）,承注,,阿佛亦得漸超。故階初行。,《選佛譜》卷第六・初發心住・L57,初發心住
3439,第12门,別教位次門,卷6,八童真住,彌彌,彌,戒善,彌,戒善,行,初歡喜行,第12门,升,,「彌彌」二字俱表戒善。离诸过失，按位渐进，故入初欢喜行。,手工逐组（门1–14 手写）,承注,,阿阿等八。按位漸進。如常可知。,《選佛譜》卷第六・初發心住・L57,初發心住
3440,第12门,別教位次門,卷6,八童真住,彌陀,彌,戒善,陀,定善,行,二饒益行,第12门,升,,「彌」表戒善、「陀」表定善。离诸过失，按位渐进，故入二饶益行。,手工逐组（门1–14 手写）,承注,,阿阿等八。按位漸進。如常可知。,《選佛譜》卷第六・初發心住・L57,初發心住
3441,第12门,別教位次門,卷6,八童真住,彌佛,彌,戒善,佛,无漏善慧,行,圓十信位,第13门,升,,「彌」表戒善、「佛」表无漏善慧。按位可接，故成圆十信位。,手工逐组（门1–14 手写）,承注,,彌佛按位可接。故成圓信。,《選佛譜》卷第六・初發心住・L57,初發心住
3442,第12门,別教位次門,卷6,八童真住,陀陀,陀,定善,陀,定善,行,三無瞋恨行,第12门,升,,「陀陀」二字俱表定善。离诸过失，按位渐进，故入三无瞋恨行。,手工逐组（门1–14 手写）,承注,,阿阿等八。按位漸進。如常可知。,《選佛譜》卷第六・初發心住・L57,初發心住
3443,第12门,別教位次門,卷6,八童真住,陀佛,陀,定善,佛,无漏善慧,行,方便有餘淨土,第14门,横超,,「陀」表定善、「佛」表无漏善慧。归方便净，永离退缘，故生方便有余净土。,手工逐组（门1–14 手写）,承注,,陀佛歸方便淨。永離退緣。,《選佛譜》卷第六・初發心住・L57,初發心住
3444,第12门,別教位次門,卷6,八童真住,佛佛,佛,无漏善慧,佛,无漏善慧,行,圓十住位,第13门,升,,「佛佛」二字俱表无漏善慧。开粗显妙，亦是胜进接，故入圆十住位。,手工逐组（门1–14 手写）,承注,,佛佛開麤顯妙。亦是勝進接也。,《選佛譜》卷第六・初發心住・L57,初發心住
3445,第12门,別教位次門,卷6,九法王子住,那那,那,见烦恼,那,见烦恼,不行·安住本位,,,安住,,「那那」二字俱表见烦恼。此位从佛法生解，当绍佛位，故不行。,手工逐组（门1–14 手写）,推演,,"是故六住已前。煩惑未盡。猶得有退轉義。那那須修無生懺也。
入於無生畢竟空界。名不退住。准位應同阿羅漢果。已辦地也。","《選佛譜》卷第六・初發心住・L57
《選佛譜》卷第六・七不退住・L81",初發心住、七不退住
3446,第12门,別教位次門,卷6,九法王子住,那謨,那,见烦恼,謨,爱烦恼,不行·安住本位,,,安住,,「那」表见烦恼、「謨」表爱烦恼。此位从佛法生解，当绍佛位，烦恼不复现起，故不行。,手工逐组（门1–14 手写）,推演,,於定心中。如次修行三十七品。令其調適。能伏煩惱。名不退心。然猶未證三種不退。但較前五心稍堅固耳。故那謨相雜。雖可不行。,《選佛譜》卷第六・六不退心・L37,六不退心
3447,第12门,別教位次門,卷6,九法王子住,那阿,那,见烦恼,阿,施善,不行·安住本位,,,安住,,「那」表见烦恼、「阿」表施善。此位从佛法生解，当绍佛位，烦恼不复现起，故不行。,手工逐组（门1–14 手写）,通則,,其餘位中。以阿彌陀善。與那謨惡相為對治。二俱無力。所以並不行也。,《選佛譜》卷第一・見取・L57,見取
3448,第12门,別教位次門,卷6,九法王子住,那彌,那,见烦恼,彌,戒善,不行·安住本位,,,安住,,「那」表见烦恼、「彌」表戒善。此位从佛法生解，当绍佛位，烦恼不复现起，故不行。,手工逐组（门1–14 手写）,通則,,其餘位中。以阿彌陀善。與那謨惡相為對治。二俱無力。所以並不行也。,《選佛譜》卷第一・見取・L57,見取
3449,第12门,別教位次門,卷6,九法王子住,那陀,那,见烦恼,陀,定善,不行·安住本位,,,安住,,「那」表见烦恼、「陀」表定善。此位从佛法生解，当绍佛位，烦恼不复现起，故不行。,手工逐组（门1–14 手写）,通則,,其餘位中。以阿彌陀善。與那謨惡相為對治。二俱無力。所以並不行也。,《選佛譜》卷第一・見取・L57,見取
3450,第12门,別教位次門,卷6,九法王子住,那佛,那,见烦恼,佛,无漏善慧,行,三無瞋恨行,第12门,升,,「那」表见烦恼、「佛」表无漏善慧。应同通教菩萨地，按位渐进，入三无瞋恨行。,手工逐组（门1–14 手写）,承注,,阿阿等八。按位漸進。如常可知。,《選佛譜》卷第六・初發心住・L57,初發心住
3451,第12门,別教位次門,卷6,九法王子住,謨謨,謨,爱烦恼,謨,爱烦恼,不行·安住本位,,,安住,,「謨謨」二字俱表爱烦恼。此位从佛法生解，当绍佛位，故不行。,手工逐组（门1–14 手写）,推演,,"菩薩於多劫中。修行信心。已得成就。能斷分別我見。及從分別所起惡煩惱業。創見真空寂滅之理。
良由菩薩化物心重。自行則輕。不務斷結。從十信心。即便出假。既出假後遇大違緣。則分別心生。退菩提願。如舍利弗。往昔已曾得六住心。由婆羅門乞眼因緣。捨其大願。還趨小果。","《選佛譜》卷第六・初發心住・L57
《選佛譜》卷第六・初發心住・L57",初發心住
3452,第12门,別教位次門,卷6,九法王子住,謨阿,謨,爱烦恼,阿,施善,不行·安住本位,,,安住,,「謨」表爱烦恼、「阿」表施善。此位从佛法生解，当绍佛位，烦恼不复现起，故不行。,手工逐组（门1–14 手写）,通則,,其餘位中。以阿彌陀善。與那謨惡相為對治。二俱無力。所以並不行也。,《選佛譜》卷第一・見取・L57,見取
3453,第12门,別教位次門,卷6,九法王子住,謨彌,謨,爱烦恼,彌,戒善,不行·安住本位,,,安住,,「謨」表爱烦恼、「彌」表戒善。此位从佛法生解，当绍佛位，烦恼不复现起，故不行。,手工逐组（门1–14 手写）,通則,,其餘位中。以阿彌陀善。與那謨惡相為對治。二俱無力。所以並不行也。,《選佛譜》卷第一・見取・L57,見取
3454,第12门,別教位次門,卷6,九法王子住,謨陀,謨,爱烦恼,陀,定善,不行·安住本位,,,安住,,「謨」表爱烦恼、「陀」表定善。此位从佛法生解，当绍佛位，烦恼不复现起，故不行。,手工逐组（门1–14 手写）,通則,,其餘位中。以阿彌陀善。與那謨惡相為對治。二俱無力。所以並不行也。,《選佛譜》卷第一・見取・L57,見取
3455,第12门,別教位次門,卷6,九法王子住,謨佛,謨,爱烦恼,佛,无漏善慧,行,四無盡行,第12门,升,,「謨」表爱烦恼、「佛」表无漏善慧。应同通教菩萨地，按位渐进，故入四无尽行。,手工逐组（门1–14 手写）,承注,,阿阿等八。按位漸進。如常可知。,《選佛譜》卷第六・初發心住・L57,初發心住
3456,第12门,別教位次門,卷6,九法王子住,阿阿,阿,施善,阿,施善,行,十灌頂住,第12门,升,,「阿阿」二字俱表施善。从佛法生解，按位渐进，故入十灌顶住。,手工逐组（门1–14 手写）,承注,,阿阿等八。按位漸進。如常可知。,《選佛譜》卷第六・初發心住・L57,初發心住
3457,第12门,別教位次門,卷6,九法王子住,阿彌,阿,施善,彌,戒善,行,初歡喜行,第12门,升,,「阿」表施善、「彌」表戒善。从佛法生解，按位渐进，故入初欢喜行。,手工逐组（门1–14 手写）,承注,,阿阿等八。按位漸進。如常可知。,《選佛譜》卷第六・初發心住・L57,初發心住
3458,第12门,別教位次門,卷6,九法王子住,阿陀,阿,施善,陀,定善,行,二饒益行,第12门,升,,「阿」表施善、「陀」表定善。从佛法生解，按位渐进，故入二饶益行。,手工逐组（门1–14 手写）,承注,,阿阿等八。按位漸進。如常可知。,《選佛譜》卷第六・初發心住・L57,初發心住
3459,第12门,別教位次門,卷6,九法王子住,阿佛,阿,施善,佛,无漏善慧,行,九善法行,第12门,升,,「阿」表施善、「佛」表无漏善慧。亦得渐超，故阶九善法行。,手工逐组（门1–14 手写）,承注,,阿佛亦得漸超。故階初行。,《選佛譜》卷第六・初發心住・L57,初發心住
3460,第12门,別教位次門,卷6,九法王子住,彌彌,彌,戒善,彌,戒善,行,二饒益行,第12门,升,,「彌彌」二字俱表戒善。从佛法生解，按位渐进，故入二饶益行。,手工逐组（门1–14 手写）,承注,,阿阿等八。按位漸進。如常可知。,《選佛譜》卷第六・初發心住・L57,初發心住
3461,第12门,別教位次門,卷6,九法王子住,彌陀,彌,戒善,陀,定善,行,三無瞋恨行,第12门,升,,「彌」表戒善、「陀」表定善。当绍佛位，按位渐进，故入三无瞋恨行。,手工逐组（门1–14 手写）,承注,,阿阿等八。按位漸進。如常可知。,《選佛譜》卷第六・初發心住・L57,初發心住
3462,第12门,別教位次門,卷6,九法王子住,彌佛,彌,戒善,佛,无漏善慧,行,圓十信位,第13门,升,,「彌」表戒善、「佛」表无漏善慧。按位可接，故成圆十信位。,手工逐组（门1–14 手写）,承注,,彌佛按位可接。故成圓信。,《選佛譜》卷第六・初發心住・L57,初發心住
3463,第12门,別教位次門,卷6,九法王子住,陀陀,陀,定善,陀,定善,行,四無盡行,第12门,升,,「陀陀」二字俱表定善。当绍佛位，按位渐进，故入四无尽行。,手工逐组（门1–14 手写）,承注,,阿阿等八。按位漸進。如常可知。,《選佛譜》卷第六・初發心住・L57,初發心住
